pl_hostname|pl_letter|pl_orbper|pl_tranmid|pl_trandur|st_teff|st_rad|st_mass|st_j|ra|dec|pl_rade|pl_radeerr1|pl_radeerr2|pl_ratdor|pl_rvamp|pl_masse|pl_masseerr1|pl_masseerr2|pl_ratror|pl_imppar|st_dist|st_disterr1|st_disterr2|pl_tranflag
Kepler-365|b|10.66490300|2454965.009940|0.1372000|6012.00|1.05|0.99|13.484|295.626598|49.130436|2.040|0.970|-0.970|||||||0.8700||||1
Kepler-365|c|17.78412900|2454979.905240|0.1609000|6012.00|1.05|0.99|13.484|295.626598|49.130436|1.640|0.770|-0.770|||||||0.2200||||1
HAT-P-39|b|3.54387000|2455208.750490|0.1745000|6430.00|1.62|1.40|11.424|113.758247|17.830082|17.609|1.211|-0.908|6.740000|63.600|190.37200|31.46400|-31.46400|0.09930|0.3490|642.00|29.00|-29.00|1
HAT-P-40|b|4.45724300|2455813.175840|0.2557000|6080.00|2.21|1.51|10.367|335.512861|45.457378|19.392|0.695|-0.695|5.920000|58.100|195.45700|12.07700|-12.07700|0.08070|0.1740|501.00|16.00|-16.00|1
HAT-P-41|b|2.69404700|2454983.861670|0.1704000|6390.00|1.68|1.42|10.006|297.322651|4.672421|18.887|0.852|-0.572|5.440000|92.500|254.25300|32.41700|-32.41700|0.10280|0.2220|344.00|12.00|-8.00|1
HAT-P-42|b|4.64187800|2455952.526030|0.1681000|5743.00|1.53|1.18|10.960|135.344391|6.097230|14.348|1.715|-1.715|8.080000|113.500|331.80100|26.37900|-26.37900|0.08600|0.5770|447.00|41.00|-41.00|1
HAT-P-43|b|3.33268700|2455997.371060|0.1354000|5645.00|1.10|1.05|12.146|128.925737|10.206653|14.359|0.695|-0.370|8.640000|87.700|210.39500|19.06900|-19.06900|0.11930|0.1900|542.00|22.00|-16.00|1
HAT-P-44|b|4.30121900|2455696.936950|0.1302000|5295.00|0.95|0.94|11.729|213.144074|47.014687|13.922|1.188|-0.572|11.490000|45.900|111.87100|9.21700|-9.21700|0.13430|0.1720|363.00|31.00|-17.00|1
HAT-P-44|c|872.20000000|2455711.200000|0.5030000|5295.00|0.95|0.94|11.729|213.144074|47.014687|||||99.000||||||363.00|31.00|-17.00|0
HAT-P-45|b|3.12899200|2455729.986120|0.1436000|6330.00|1.32|1.26|10.730|274.373238|-3.381036|15.984|1.962|-0.975|7.360000|106.600|283.49200|43.54100|-31.46400|0.11100|0.2810|305.00|35.00|-17.00|1
HAT-P-46|b|4.46312900|2455701.336460|0.1291000|6120.00|1.40|1.28|10.330|270.444201|-2.970947|14.392|3.038|-1.491|8.860000|52.200|156.68400|26.06100|-16.52600|0.09420|0.6260|296.00|61.00|-29.00|1
HAT-P-49|b|2.69154800|2456399.624060|0.1712000|6820.00|1.83|1.54|9.550|305.441397|26.692652|15.838|1.435|-0.863|5.130000|188.700|549.82300|65.15200|-65.15200|0.07920|0.3400|322.00|24.00|-13.00|1
HAT-P-54|b|3.79984700|2456299.303700||4390.00|0.62|0.65|11.145|99.898000|25.482540|10.581|0.314|-0.314|14.340000|132.600|241.55080|10.17056|-10.17056|0.15720|0.7410|135.80|3.50|-3.50|1
HATS-2|b|1.35413300|2455954.585760|0.0862000|5227.00|0.90|0.88|11.906|176.739094|-22.562992|13.092|0.336|-0.336|5.500000|268.900|427.46300|47.67200|-47.67200|0.13350|0.2710|360.00|11.00|-11.00|1
HATS-3|b|3.54785100|2456155.967340|0.1494000|6351.00|1.40|1.21|10.980|312.457440|-24.428793|15.480|0.392|-0.392|7.420000|125.700|340.38200|43.22300|-43.22300|0.10110|0.4970|453.00|11.00|-11.00|1
HATS-5|b|4.76338700|2456273.790680|0.1244000|5304.00|0.87|0.94|11.199|67.222871|-21.481916|10.223|0.280|-0.280|13.380000|30.000|75.32300|3.81400|-3.91400|0.10760|0.1580|257.00|8.00|-8.00|1
HATS-6|b|3.32527250|2456643.740580|0.0850400|3724.00|0.57|0.57|12.046|88.146797|-19.031656|11.187|0.213|-0.213|13.650000|63.000|101.38777|22.24810|-22.24810|0.17978|0.4270|148.40|3.30|-3.30|1
HD 142|b|349.70000000|||6245.00|1.47|1.23|4.690|1.579898|-49.075191|||||33.200||||||25.64|0.41|-0.43|0
HD 142|c|6005.00000000|||6245.00|1.47|1.23|4.690|1.579898|-49.075191|||||55.200||||||25.64|0.41|-0.43|0
HD 1502|b|431.80000000||||||6.681|4.821110|14.054755|||||60.700||||||167.50|25.26|-36.16|0
HD 1605|b|577.90000000|||4757.00|3.80|1.31|5.850|5.131330|30.974804|||||19.800||||||84.60|6.11|-7.14|0
HD 1666|b|270.00000000|||6317.00|1.93|1.50|7.269|5.218085|-19.931225|||||199.400||||||110.62|11.12|-13.91|0
HD 1690|b|533.00000000||||||6.877|5.305497|-8.281169|||||||||||7.01|||0
HD 2039|b|1120.00000000|||5941.00||1.17|7.912|6.084491|-56.650047|||||153.000||||||89.85|8.28|-10.15|0
HD 2638|b|3.44420000|||5192.00||0.93|7.858|7.499466|-5.764002|||||67.400||||||53.71|3.63|-4.20|0
HD 3651|b|62.21800000||||||4.549|9.840858|21.250473|||||15.900||||||11.11|0.09|-0.09|0
HD 4113|b|526.62000000|||5688.00||0.99|6.672|10.802486|-37.982632|||||97.100||||||44.05|1.84|-2.01|0
HD 4203|b|437.05000000|||5702.00||1.13|7.389|11.171676|20.448927|||||52.820||||||77.82|7.00|-8.53|0
HD 4208|b|828.00000000||||||6.570|11.111043|-26.515680|||||19.060||||||32.70|1.12|-1.20|0
HD 4308|b|15.56000000|||5685.00||0.83|5.366|11.163615|-65.649521|||||4.070||||||21.85|0.26|-0.27|0
Kepler-62|f|267.29100000|2455422.710000|0.3108000|4925.00|0.64|0.69|12.256|283.212747|45.349865|1.410|0.070|-0.070|243.000000||35.00000|||0.02030|0.4100|368.00|||1
Kepler-63|b|9.43415050|2455010.843070|0.1210000|5576.00|0.90|0.98|10.399|289.226179|49.548203|6.110|0.200|-0.200|19.120000||120.00000|||0.06220|0.7320|200.00|15.00|-15.00|1
Kepler-65|b|2.15491000|2454966.499000|0.1282000|6211.00|1.41|1.25|10.066|288.688700|41.151173|1.420|0.030|-0.030|10.526000||||||0.1600||||1
Kepler-65|d|8.13123000|2454970.990500|0.1708000|6211.00|1.41|1.25|10.066|288.688700|41.151173|1.520|0.040|-0.040|12.821000||||||0.5300||||1
Kepler-67|b|15.72590000|2454966.985500||5331.00|0.78|0.86|14.741|294.153336|46.166438|2.940|0.160|-0.160|32.400000|||||0.03451|0.3700|1107.00|90.00|-90.00|1
Kepler-68|b|5.39876300|2455006.857290|0.1441000|5793.00|1.24|1.08|8.975|291.032305|49.040272|2.310|0.060|-0.090|10.680000|2.630|8.30000|2.20000|-2.40000|0.01700|0.4500|135.00|10.00|-10.00|1
Kepler-68|c|9.60508500|2454969.380500|0.1288000|5793.00|1.24|1.08|8.975|291.032305|49.040272|0.953|0.037|-0.042|15.680000|1.250|4.80000|2.50000|-3.60000|0.00703|0.8400|135.00|10.00|-10.00|1
Kepler-69|b|13.72234100|2454970.841400||5638.00|0.93|0.81|12.631|293.260938|44.868896|2.240|0.440|-0.290|21.800000|||||0.02207|0.1500||||1
Kepler-69|c|242.46130000|2454983.870000||5638.00|0.93|0.81|12.631|293.260938|44.868896|1.710|0.340|-0.230|148.000000|||||0.01680|0.1200||||1
KOI-55|b|0.24010400|||27730.00|0.20|0.50|15.356|296.356105|41.092755|0.759|||||0.44000|||||1180.00|95.00|-95.00|0
KOI-55|c|0.34288700|||27730.00|0.20|0.50|15.356|296.356105|41.092755|0.867|||||0.65500|||||1180.00|95.00|-95.00|0
KOI-217|b|3.90512000|2454966.414000||5545.00|0.86|0.95|13.927|294.865505|46.285854|12.442|0.224|-0.224||||||||800.00|||1
Kepler-74|b|7.34071100|2455187.567370|0.1284000|6000.00|1.12|1.18|13.306|293.092525|41.355523|10.760|0.220|-0.220|15.470000|59.000|200.22000|38.14000|-38.14000|0.09120|0.6850|1330.00|170.00|-170.00|1
Kepler-81|b|5.95500000|||4500.00|0.59|0.64|13.168|293.636950|42.824970|2.420|0.380|-0.380|||||||||||1
Kepler-81|c|12.04000000|||4500.00|0.59|0.64|13.168|293.636950|42.824970|2.370|0.370|-0.370|||||||||||1
Kepler-81|d|20.83784600|2454965.079630|0.1071000|4500.00|0.59|0.64|13.168|293.636950|42.824970|1.210|0.270|-0.270|||||||0.7100||||1
Kepler-82|c|51.53800000|||5428.00|0.94|0.85|13.879|292.873390|42.966137|5.350|2.440|-2.440|||||||||||1
Kepler-82|d|2.38296100|2454968.081860|0.0844000|5428.00|0.94|0.85|13.879|292.873390|42.966137|1.770|0.270|-0.270|||||||0.0500||||1
Kepler-82|e|5.90220600|2454969.784430|0.1178000|5428.00|0.94|0.85|13.879|292.873390|42.966137|2.470|0.370|-0.370|||||||0.0000||||1
Kepler-83|c|20.09000000|||4648.00|0.59|0.66|13.737|282.232525|43.665627|2.360|0.350|-0.350|||||||||||1
Kepler-83|d|5.16979600|2455005.631000|0.0901000|4648.00|0.59|0.66|13.737|282.232525|43.665627|1.940|0.130|-0.130|||||||0.3700||||1
Kepler-84|b|8.72600000|||6031.00|1.17|1.00|13.583|298.252049|40.496077|2.230|0.100|-0.100|||||||||||1
Kepler-84|d|4.22453700|2454968.433270|0.1322000|6031.00|1.17|1.00|13.583|298.252049|40.496077|1.380|0.270|-0.270|||||||0.0200||||1
Kepler-84|e|27.43438900|2454978.125400|0.2134000|6031.00|1.17|1.00|13.583|298.252049|40.496077|2.600|0.490|-0.490|||||||0.0900||||1
Kepler-84|f|44.55216900|2454993.290970|0.2442000|6031.00|1.17|1.00|13.583|298.252049|40.496077|2.200|0.430|-0.430|||||||0.3400||||1
Kepler-85|c|12.51300000|||5436.00|0.89|0.92|13.552|290.973429|45.290318|2.180|0.100|-0.100|||||||||||1
Kepler-85|d|17.91323000|2454968.537730|0.1879000|5436.00|0.89|0.92|13.552|290.973429|45.290318|1.200|0.190|-0.190|||||||0.0000||||1
Kepler-85|e|25.21675100|2454985.688150|0.1701000|5436.00|0.89|0.92|13.552|290.973429|45.290318|1.270|0.200|-0.200|||||||0.2000||||1
Kepler-250|d|17.64831200|2454966.545000|0.0825000|5160.00|0.81|0.80|14.000|289.594765|44.141953|2.180|1.250|-1.250|||||||0.0200||||1
Kepler-252|b|6.66839100|2454970.434830|0.0824000|4208.00|0.55|0.52|13.240|295.579345|44.545963|1.230|0.120|-0.120|||||||0.7800||||1
Kepler-253|d|18.11986900|2455015.616200|0.1787000|5208.00|0.79||14.055|291.841992|44.858089|3.170|1.300|-1.300|||||||0.6500||||1
Kepler-255|b|5.71460600|2454965.640350|0.0932000|5573.00|0.93|0.97|14.227|296.064233|45.976841|1.550|0.620|-0.620|||||||0.0100||||1
Kepler-256|e|10.68157200|2454964.554930|0.1476000|5551.00|1.30|1.02|13.824|292.580445|46.097389|2.350|0.580|-0.580|||||||0.0400||||1
Kepler-258|b|13.19722000|2455004.544240|0.1424000|4942.00|0.92|0.80|13.556|294.068490|46.579330|4.060|2.710|-2.710|||||||0.1100||||1
Kepler-26|d|3.54391900|2454969.259030|0.0838000|4486.00|0.57|0.65|13.408|284.940997|46.566540|1.070|0.060|-0.060|||||||0.3100||||1
Kepler-260|b|8.18739900|2455093.867710|0.1261000|5250.00|0.86|0.88|12.900|291.925972|38.014122|2.010|0.550|-0.550|||||||0.4600||||1
Kepler-262|b|13.06085500|2454970.630860|0.1366000|5841.00|0.88||13.118|290.728675|37.252649|1.360|0.590|-0.590|||||||0.7600||||1
Kepler-264|c|140.10126100|2455049.220780|0.7472000|6158.00|1.55|1.32|11.918|292.044615|37.376246|2.830|0.580|-0.580|||||||0.4400||||1
Kepler-265|e|67.83102400|2454958.896950|0.2944000|5835.00|1.10|1.03|14.252|290.510478|41.244820|2.590|0.550|-0.550|||||||0.0200||||1
Kepler-267|c|6.87745000|2454965.083030|0.0563000|4258.00|0.56|0.56|13.334|299.830387|47.157461|2.130|0.110|-0.110|||||||0.1900||||1
Kepler-269|c|8.12789900|2455191.688050|0.1625000|5847.00|0.96|0.98|14.438|290.215171|41.775967|1.690|0.800|-0.800|||||||0.6100||||1
Kepler-276|d|48.64800000|||6105.00|1.05|1.10|14.234|293.568150|39.036326|2.800|1.230|-0.270|||16.30000|5.00000|-4.30000||||||1
Kepler-278|b|30.16054600|2454971.512480|0.3128000|4991.00|2.94||10.047|290.107193|38.702235|4.070|0.160|-0.160|||||||0.3700||||1
Kepler-279|d|54.41400000|||6363.00|1.75|1.10|12.724|287.391224|42.194836|3.100|1.240|-0.300|||37.50000|5.50000|-4.50000||||||1
Kepler-28|b|5.91230000|2454975.622700|0.1154000|4590.00|0.70|0.75|13.334|292.137029|42.429420|3.600|||||479.90000||||||||1
Kepler-281|c|36.33737300|2454993.400920|0.2837000|5723.00|0.90|0.98|14.500|294.108191|44.770699|5.310|2.060|-2.060|||||||0.7700||||1
Kepler-282|e|44.34700000|||5602.00|0.90|0.97|14.080|284.677277|44.797684|3.100|1.260|-0.250|||56.20000|16.20000|-16.70000||||||1
Kepler-284|c|37.51445600|2455022.300680|0.2230000|5615.00|0.81||14.559|293.146491|47.729649|2.610|1.180|-1.180|||||||0.6200||||1
Kepler-286|c|3.46809500|2454969.003180|0.0960000|5580.00|0.86||14.388|290.676145|48.294289|1.370|0.270|-0.270|||||||0.2000||||1
Kepler-287|c|44.85189600|2455005.463000|0.1493000|5806.00|1.03||13.542|290.927458|48.443550|3.260|1.490|-1.490|||||||0.8300||||1
Kepler-289|c|125.85180000|2455069.851800|0.3361000|5990.00|1.00|1.08|12.861|297.465344|42.882850|11.590|0.190|-0.190|108.600000||132.00000|17.00000|-17.00000|0.10620|0.3940|700.00|14.00|-14.00|1
Kepler-291|b|3.54651100|2454967.901120|0.0944000|6002.00|1.02|1.03|14.688|287.916357|42.437302|2.160|0.940|-0.940|||||||0.3300||||1
Kepler-292|d|7.05567900|2455014.909730|0.1310000|5299.00|0.83|0.88|14.537|295.766145|42.424288|2.230|0.210|-0.210|||||||0.3500||||1
Kepler-293|c|54.15574300|2455005.365150|0.1920000|5804.00|0.96|1.01|14.098|286.358057|42.406509|3.830|1.630|-1.630|||||||0.9100||||1
Kepler-366|b|3.28195900|2454965.418970|0.1188000|6209.00|1.05|1.05|13.708|296.852042|49.084446|1.460|0.660|-0.660|||||||0.3300||||1
Kepler-367|b|37.81572400|2454974.097980|0.1930000|4710.00|0.69|0.75|11.243|297.292418|49.981632|1.300|0.160|-0.160|||||||0.9000||||1
Kepler-367|c|53.57863700|2455004.183620|0.2182000|4710.00|0.69|0.75|11.243|297.292418|49.981632|1.200|0.160|-0.160|||||||0.7500||||1
Kepler-368|b|26.84768000|2454975.167760|0.4202000|5502.00|2.02|0.71|11.600|291.880046|45.387936|3.260|0.910|-0.910|||||||0.2800||||1
Kepler-369|b|2.73275600|2455187.095550|0.0432000|3591.00|0.47|0.54|13.247|293.674235|47.908467|1.130|0.060|-0.060|||||||0.2700||||1
Kepler-369|c|14.87157200|2454970.691140|0.1011000|3591.00|0.47|0.54|13.247|293.674235|47.908467|1.410|0.060|-0.060|||||||0.0100||||1
Kepler-370|b|4.57953000|2454968.097280|0.1367000|5852.00|0.90|0.94|13.977|292.171121|40.916306|1.590|0.780|-0.780|||||||0.9100||||1
Kepler-370|c|19.02293000|2454972.661610|0.1424000|5852.00|0.90|0.94|13.977|292.171121|40.916306|1.910|0.890|-0.890|||||||0.3500||||1
Kepler-371|c|67.96801500|2454996.562900|0.3251000|5666.00|0.99|0.94|12.701|292.326464|38.657588|1.780|0.450|-0.450|||||||0.1000||||1
Kepler-372|b|6.84969200|2454967.680690|0.1717000|6509.00|1.14|1.15|13.878|291.256195|49.258953|1.360|0.590|-0.590|||||||0.2000||||1
Kepler-372|c|20.05376300|2454969.580350|0.2513000|6509.00|1.14|1.15|13.878|291.256195|49.258953|2.090|0.900|-0.900|||||||0.2300||||1
Kepler-372|d|30.09256800|2454982.030830|0.3125000|6509.00|1.14|1.15|13.878|291.256195|49.258953|1.690|0.730|-0.730|||||||0.3000||||1
Kepler-373|b|5.53530900|2454965.760480|0.1193000|5787.00|0.84|0.87|13.280|289.387993|50.597050|1.360|0.670|-0.670|||||||0.1600||||1
Kepler-373|c|16.72594800|2454976.748680|0.1198000|5787.00|0.84|0.87|13.280|289.387993|50.597050|1.240|0.620|-0.620|||||||0.4800||||1
Kepler-374|b|1.89780600|2454965.678540|0.1100000|5977.00|0.91|0.84|13.503|294.137930|42.370502|1.030|0.540|-0.540|||||||0.0500||||1
Kepler-374|c|3.28280700|2454964.899720|0.1379000|5977.00|0.91|0.84|13.503|294.137930|42.370502|1.100|0.570|-0.570|||||||0.2900||||1
Kepler-374|d|5.02821900|2454967.107410|0.1433000|5977.00|0.91|0.84|13.503|294.137930|42.370502|1.310|0.700|-0.700|||||||0.6900||||1
Kepler-375|b|12.12593400|2454975.104450|0.1267000|5826.00|0.84|0.89|14.536|288.617907|48.098416|1.450|0.510|-0.510|||||||0.3200||||1
Kepler-375|c|19.98632600|2454968.523420|0.1587000|5826.00|0.84|0.89|14.536|288.617907|48.098416|2.650|0.960|-0.960|||||||0.9300||||1
Kepler-376|b|4.92019900|2454968.407940|0.1631000|5900.00|1.18|1.05|12.697|291.607165|38.410386|1.070|0.220|-0.220|||||||0.3400||||1
Kepler-376|c|14.17232700|2454975.597950|0.1087000|5900.00|1.18|1.05|12.697|291.607165|38.410386|1.790|0.360|-0.360|||||||0.1900||||1
Kepler-377|b|12.50952900|2454970.007580|0.1676000|5949.00|1.22|0.88|12.801|295.422002|38.735691|1.390|0.270|-0.270|||||||0.0600||||1
Kepler-378|b|16.09236100|2454975.513490|0.0807000|4661.00|0.67|0.96|10.846|294.948588|46.438641|0.750|0.150|-0.150|||||||0.5400||||1
Kepler-378|c|28.90600900|2454991.821720|0.1268000|4661.00|0.67|0.96|10.846|294.948588|46.438641|0.700|0.050|-0.050|||||||0.3500||||1
Kepler-379|b|20.09838000|2455040.575900|0.2127000|6054.00|1.31|1.08|12.341|295.701103|38.945831|1.660|0.310|-0.310|||||||0.0000||||1
Kepler-379|c|62.78469700|2454990.303590|0.1949000|6054.00|1.31|1.08|12.341|295.701103|38.945831|2.290|0.430|-0.430|||||||0.1800||||1
HD 4732|b|360.20000000|||4959.00|5.40|1.74|4.338|12.308117|-24.136671|||||47.300||||||56.50|2.99|-3.35|0
HD 4732|c|2732.00000000|||4959.00|5.40|1.74|4.338|12.308117|-24.136671|||||24.400||||||56.50|2.99|-3.35|0
HD 5319|c|886.00000000|||4958.00|3.85|1.51|6.348|13.755836|0.789553|||||18.800||||||114.00|11.00|-11.00|0
HD 5608|b|792.60000000|||4854.00|5.50|1.55|4.478|14.559246|33.950886|||||23.500||||||58.17|2.68|-2.95|0
HD 5891|b|177.11000000||||||6.239|15.138300|20.292484|||||178.500||||||150.60|23.21|-33.56|0
HD 6434|b|22.01700000|||5690.00|1.14|0.89|6.577|16.167295|-39.488216|||||35.000||||||40.32|1.40|-1.50|0
HD 7199|b|615.00000000|||5386.00|0.96|0.89|6.664|17.696762|-66.188164|||||||||||35.88|0.87|-0.91|0
HD 7449|b|1275.00000000|||6024.00|1.01|1.05|6.425|18.622173|-5.047387|||||||||||38.52|1.11|-1.18|0
HD 7924|b|5.39792000|||5075.00|0.78|0.83|5.618|20.496313|76.710281|||||3.590||||||16.82|0.13|-0.13|0
HD 7924|c|15.29900000|||5075.00|0.78|0.83|5.618|20.496313|76.710281|||||2.310||||||16.82|0.13|-0.13|0
HD 8535|b|1313.00000000|||6136.00|1.19|1.13|6.735|20.905149|-41.269802|||||11.800||||||52.50|1.70|-1.60|0
HD 8574|b|227.00000000||||||6.048|21.302153|28.566692|||||58.300||||||44.15|1.54|-1.66|0
HD 9446|b|30.05200000||||||7.207|23.334101|29.265148|||||||||||52.85|2.80|-3.14|0
HD 9446|c|192.90000000||||||7.207|23.334101|29.265148|||||||||||52.85|2.80|-3.14|0
HD 10180|d|16.35700000|||5911.00|1.11|1.06|6.246|24.473234|-60.511528|||||2.935||||||39.02|1.10|-1.10|0
HD 10180|e|49.74800000|||5911.00|1.11|1.06|6.246|24.473234|-60.511528|||||4.283||||||39.02|1.10|-1.10|0
HD 10180|f|122.74400000|||5911.00|1.11|1.06|6.246|24.473234|-60.511528|||||2.862||||||39.02|1.10|-1.10|0
HD 10180|h|2205.00000000|||5911.00|1.11|1.06|6.246|24.473234|-60.511528|||||3.117||||||39.02|1.10|-1.10|0
HD 10442|b|1043.00000000|||5034.00||1.56|6.158|25.471457|2.704376|||||31.500|||||||||0
HD 10697|b|1075.20000000||||||5.386|26.232603|20.083149|||||115.400||||||32.56|0.84|-0.88|0
HD 11506|b|1627.50000000|||6055.00|1.33|1.24|6.508|28.210558|-19.506975|||||78.400||||||51.70|1.60|-1.60|0
HD 11506|c|223.60000000|||6055.00|1.33|1.24|6.508|28.210558|-19.506975|||||12.500||||||51.70|1.60|-1.60|0
HD 11977|b|711.00000000||||||3.162|28.733881|-67.647301|||||||||||66.49|2.02|-2.14|0
HD 11964|c|37.91000000||||||5.023|29.290026|-10.242428|||||||||||33.98|1.02|-1.08|0
HD 12661|c|1708.00000000||||||6.182|31.142866|25.414305|||||||||||37.16|1.11|-1.18|0
HD 13189|b|471.60000000||||||5.190|32.417381|32.316437|||||||||||300.30|||0
HD 13908|c|931.00000000|||6255.00|1.67|1.29|6.497|34.560665|65.594360|||||90.900||||||66.89|3.60|-4.03|0
PH2|b|282.52550000|2455196.070900|0.4375000|5629.00|1.00|0.94|11.501|289.763590|51.962601|10.120|0.560|-0.560|176.700000|||||0.09200|0.5120||||1
Kepler-87|c|191.23180000|||5600.00|1.82|1.10|13.389|297.916877|46.965130|6.140|0.290|-0.290|80.700000||6.40000|0.80000|-0.80000|0.03123|0.5790||||1
KOI-142|b|10.95416000|2454954.627020|0.1367000|5471.00|0.88|0.96|11.882|291.148088|40.669407|3.780|0.390|-0.360|24.800000|2.580|8.70000|2.50000|-2.50000|0.03900|0.3720|339.00|25.00|-23.00|1
KOI-142|c|22.33950000|||5471.00|0.88|0.96|11.882|291.148088|40.669407|||||46.450|198.80000|9.20000|-10.60000|||339.00|25.00|-23.00|0
KOI-94|b|3.74320800|2454964.617500||6182.00|1.52|1.28|11.218|297.333057|41.891117|1.710|0.160|-0.160|7.250000|3.300|10.50000|4.60000|-4.60000|0.01031|0.0880||||1
KOI-94|e|54.32031000|2454994.237900||6182.00|1.52|1.28|11.218|297.333057|41.891117|6.560|0.620|-0.620|43.100000|4.500|35.00000|18.00000|-28.00000|0.03960|0.1800||||1
KOI-351|b|7.00815100|2454970.690600|0.1663000|6080.00|1.20|1.20|12.790|284.433492|49.305161|1.310|0.170|-0.170|13.200000|||||0.01000|0.1300|780.00|100.00|-100.00|1
KOI-351|c|8.71937500|2454972.568700|0.1838000|6080.00|1.20|1.20|12.790|284.433492|49.305161|1.190|0.140|-0.140|16.000000|||||0.00910|0.0900|780.00|100.00|-100.00|1
KOI-351|d|59.73667000|2454991.965600|0.3500000|6080.00|1.20|1.20|12.790|284.433492|49.305161|2.870|0.300|-0.300|56.100000|||||0.02190|0.2800|780.00|100.00|-100.00|1
KOI-351|e|91.93913000|2454967.312700|0.4046000|6080.00|1.20|1.20|12.790|284.433492|49.305161|2.660|0.290|-0.290|74.700000|||||0.02030|0.2700|780.00|100.00|-100.00|1
KOI-351|f|124.91440000|2455087.704000|0.4558000|6080.00|1.20|1.20|12.790|284.433492|49.305161|2.880|0.520|-0.520|86.400000|||||0.02200|0.3500|780.00|100.00|-100.00|1
KOI-351|g|210.60697000|2454980.036400|0.5247000|6080.00|1.20|1.20|12.790|284.433492|49.305161|8.100|0.800|-0.800|127.300000|||||0.06150|0.4500|780.00|100.00|-100.00|1
KOI-351|h|331.60059000|2454973.496310|0.6140000|6080.00|1.20|1.20|12.790|284.433492|49.305161|11.300|1.000|-1.000|180.700000|||||0.08660|0.3600|780.00|100.00|-100.00|1
Kepler-91|b|6.24658000|2454969.395800||4550.00|6.30|1.31|10.790|285.672872|44.116734|15.323|0.773|-0.673|2.496000|70.000|257.44230|57.20940|-54.03110|0.02181|0.8667|1030.00|150.00|-130.00|1
Kepler-92|b|13.74900000|||5883.00|1.70|1.21|10.747|289.086058|41.562941|3.510|0.100|-0.100|||64.30000|13.90000|-13.90000||||||1
Kepler-93|b|4.72673978|2454944.292270||5669.00|0.92|0.91|8.771|291.418281|38.672354|1.478|0.019|-0.019|12.496000|1.630|4.02000|0.68000|-0.68000|0.01475|0.1765||||1
Kepler-93|c|1460.00000000|||5669.00|0.92|0.91|8.771|291.418281|38.672354|||||60.000|954.00000||||||||0
Kepler-94|b|2.50806000|2454967.999800||4781.00|0.76|0.81|11.181|281.194747|47.497148|3.510|0.150|-0.150||6.110|10.84000|1.40000|-1.40000|0.04238|0.8500||||1
Kepler-95|b|11.52310000|2454964.968410||5699.00|1.41|1.08|11.210|284.482459|44.398037|3.420|0.090|-0.090||3.360|13.00000|2.90000|-2.90000|0.02217|0.7400||||1
Kepler-96|b|16.23850000|2455004.018970||5690.00|1.02|1.00|9.260|297.069643|40.525141|2.670|0.220|-0.220||2.100|8.46000|3.40000|-3.40000|0.02397|0.5400||||1
Kepler-97|c|789.00000000|||5779.00|0.98|0.94|11.744|287.326624|48.673431|||||25.000|344.00000||||||||0
Kepler-99|b|4.60358000|2455004.838930||4782.00|0.73|0.79|11.368|297.354004|41.300049|1.480|0.080|-0.080||2.910|6.15000|1.30000|-1.30000|0.01847|0.2100||||1
Kepler-100|c|12.81590000|2454955.947130||5825.00|1.49|1.08|10.081|291.385979|41.990273|2.200|0.050|-0.050||0.180|0.85000|4.00000|-4.00000|0.01355|0.0500||||1
Kepler-100|d|35.33310000|2454986.980310||5825.00|1.49|1.08|10.081|291.385979|41.990273|1.610|0.050|-0.050||-0.790|3.00000|||0.00993|0.7500||||1
Kepler-101|c|6.02976000|2454965.486000|0.1600000|5667.00|1.56|1.17|12.403|283.255489|48.355228|1.250|0.190|-0.170|8.000000|1.170|3.78000|||0.00732|0.7500||||1
Kepler-102|b|5.28696000|2454968.849200||4909.00|0.76|0.81|9.984|281.482749|47.208031|0.470|0.020|-0.020||0.190|0.41000|1.60000|-1.60000|0.00580|0.0600||||1
Kepler-102|c|7.07142000|2454972.984860||4909.00|0.76|0.81|9.984|281.482749|47.208031|0.580|0.020|-0.020||-1.000|3.00000|||0.00723|0.0600||||1
Kepler-102|e|16.14570000|2454967.753840||4909.00|0.76|0.81|9.984|281.482749|47.208031|2.220|0.070|-0.070||2.770|8.93000|2.00000|-2.00000|0.02764|0.3000||||1
Kepler-102|f|27.45360000|2454978.025650||4909.00|0.76|0.81|9.984|281.482749|47.208031|0.880|0.030|-0.030||2.110|0.62000|3.30000|-3.30000|0.01096|0.5700||||1
Kepler-103|c|179.61200000|2455128.325810||5845.00|1.44|1.09|11.193|288.984555|40.064521|5.140|0.140|-0.140||3.850|36.10000|25.20000|-25.20000|0.03277|0.4400||||1
Kepler-295|d|33.88405400|2454993.006250|0.2239000|5603.00|0.90||13.145|285.345843|45.367786|1.360|0.720|-0.720|||||||0.5000||||1
Kepler-296|e|34.14211000|2454969.035000||3740.00|0.48|0.50|13.391|286.540008|49.437326|1.530|0.270|-0.250|76.200000|||||0.02910|0.3400|226.00|28.00|-18.00|1
Kepler-298|b|10.47546400|2454985.641560|0.0967000|4465.00|0.58|0.65|13.718|283.039792|48.825359|1.960|0.100|-0.100|||||||0.4200||||1
Kepler-299|d|15.05478600|2454977.585570|0.1783000|5617.00|1.03|0.97|13.875|283.206964|48.580502|1.860|0.380|-0.380|||||||0.5200||||1
