pl_hostname|pl_letter|pl_orbper|pl_tranmid|pl_trandur|st_teff|st_rad|st_mass|st_j|ra|dec|pl_rade|pl_radeerr1|pl_radeerr2|pl_ratdor|pl_rvamp|pl_masse|pl_masseerr1|pl_masseerr2|pl_ratror|pl_imppar|st_dist|st_disterr1|st_disterr2|pl_tranflag
Kepler-82|d|2.38296100|2454968.081860|0.0844000|5428.00|0.94|0.85|13.879|292.873390|42.966137|1.770|0.270|-0.270|||||||0.0500||||1
Kepler-82|e|5.90220600|2454969.784430|0.1178000|5428.00|0.94|0.85|13.879|292.873390|42.966137|2.470|0.370|-0.370|||||||0.0000||||1
Kepler-83|c|20.09000000|||4648.00|0.59|0.66|13.737|282.232525|43.665627|2.360|0.350|-0.350|||||||||||1
Kepler-83|d|5.16979600|2455005.631000|0.0901000|4648.00|0.59|0.66|13.737|282.232525|43.665627|1.940|0.130|-0.130|||||||0.3700||||1
Kepler-84|b|8.72600000|||6031.00|1.17|1.00|13.583|298.252049|40.496077|2.230|0.100|-0.100|||||||||||1
Kepler-84|d|4.22453700|2454968.433270|0.1322000|6031.00|1.17|1.00|13.583|298.252049|40.496077|1.380|0.270|-0.270|||||||0.0200||||1
Kepler-84|e|27.43438900|2454978.125400|0.2134000|6031.00|1.17|1.00|13.583|298.252049|40.496077|2.600|0.490|-0.490|||||||0.0900||||1
Kepler-84|f|44.55216900|2454993.290970|0.2442000|6031.00|1.17|1.00|13.583|298.252049|40.496077|2.200|0.430|-0.430|||||||0.3400||||1
Kepler-85|c|12.51300000|||5436.00|0.89|0.92|13.552|290.973429|45.290318|2.180|0.100|-0.100|||||||||||1
Kepler-85|d|17.91323000|2454968.537730|0.1879000|5436.00|0.89|0.92|13.552|290.973429|45.290318|1.200|0.190|-0.190|||||||0.0000||||1
Kepler-85|e|25.21675100|2454985.688150|0.1701000|5436.00|0.89|0.92|13.552|290.973429|45.290318|1.270|0.200|-0.200|||||||0.2000||||1
PH2|b|282.52550000|2455196.070900|0.4375000|5629.00|1.00|0.94|11.501|289.763590|51.962601|10.120|0.560|-0.560|176.700000|||||0.09200|0.5120||||1
Kepler-87|c|191.23180000|||5600.00|1.82|1.10|13.389|297.916877|46.965130|6.140|0.290|-0.290|80.700000||6.40000|0.80000|-0.80000|0.03123|0.5790||||1
KOI-142|b|10.95416000|2454954.627020|0.1367000|5471.00|0.88|0.96|11.882|291.148088|40.669407|3.780|0.390|-0.360|24.800000|2.580|8.70000|2.50000|-2.50000|0.03900|0.3720|339.00|25.00|-23.00|1
KOI-142|c|22.33950000|||5471.00|0.88|0.96|11.882|291.148088|40.669407|||||46.450|198.80000|9.20000|-10.60000|||339.00|25.00|-23.00|0
KOI-94|b|3.74320800|2454964.617500||6182.00|1.52|1.28|11.218|297.333057|41.891117|1.710|0.160|-0.160|7.250000|3.300|10.50000|4.60000|-4.60000|0.01031|0.0880||||1
HD 65216|b|572.40000000|||5666.00||0.92|6.763|118.422173|-63.647324|||||||||||35.59|0.85|-0.90|0
HD 66141|b|480.50000000|||4323.00|21.40|1.10|2.199|120.566406|2.334571|||||146.200||||||80.06|5.82|-6.82|0
HD 66428|b|1973.00000000|||5752.00||1.10|7.044|120.869438|-1.162709|||||48.300||||||55.04|3.52|-4.03|0
HD 67087|c|2374.00000000|||6330.00|1.55|1.36|7.098|121.915649|31.551319|||||93.300||||||88.81|8.16|-10.00|0
HD 68988|b|6.27711000|||5960.00||1.18|7.060|124.592384|61.460724|||||184.700||||||58.82|3.14|-3.52|0
HD 69830|c|31.56000000|||5385.00||0.86|4.953|124.599777|-12.632174|||||2.660||||||12.58|0.12|-0.12|0
HD 69830|d|197.00000000|||5385.00||0.86|4.953|124.599777|-12.632174|||||2.200||||||12.58|0.12|-0.12|0
HD 70642|b|2068.00000000|||5706.00||1.05|5.954|125.367233|-39.705410|||||30.400||||||28.76|0.49|-0.50|0
HD 72659|b|3658.00000000|||5926.00|1.36|1.06|6.358|128.513290|-1.568217|||||41.000||||||51.40|2.70|-2.70|0
HD 73267|b|1260.00000000|||5317.00|1.04|0.89|7.493|129.074066|-34.459980|||||64.290||||||54.91|3.00|-3.00|0
HD 73526|b|188.90000000|||||1.01|7.708|129.318680|-41.319103|||||82.700||||||94.61|8.25|-9.99|0
HD 73534|b|1770.00000000|||5041.00|2.39|1.23|6.524|129.815842|12.960376|||||16.200||||||81.00|4.90|-4.90|0
HD 74156|b|51.64500000|||6068.00||1.24|6.560|130.604675|4.578097|||||109.600||||||64.60|4.60|-4.60|0
HD 74156|c|2473.00000000|||6068.00||1.24|6.560|130.604675|4.578097|||||116.500||||||64.60|4.60|-4.60|0
HD 75784|b|341.70000000|||4917.00|3.30|1.41|6.092|133.099747|13.233433|||||26.700||||||68.70|6.20|-6.20|0
HD 75898|b|418.20000000|||6021.00|1.60|1.28|6.925|133.461685|33.056812|||||58.200||||||80.58|6.45|-7.68|0
HD 77338|b|5.73610000|||5370.00|0.88|0.93|7.218|135.302063|-25.527061||||||15.90000|4.70000|-5.30000|||41.27|1.92|-2.11|0
HD 79498|b|1966.10000000||||||6.851|138.789169|23.375549|||||||||||48.64|2.21|-2.43|0
HD 81040|b|1001.70000000|||5700.00|0.86|0.96|6.505|140.946198|20.364454|||||168.000||||||32.56|1.26|-1.37|0
HD 81688|b|184.02000000|||4753.00|13.00|2.10|3.799|142.166626|45.601482|||||58.580||||||88.26|6.09|-7.07|0
HD 82943|c|220.07800000|||6016.00||1.20|5.509|143.711395|-12.129546|||||65.400|622.60300|14.93700|-14.93700|||27.46|0.62|-0.65|0
HD 82886|b|705.00000000|||5112.00|4.80|1.06|5.995|143.938263|34.780743|||||28.700||||||112.23|10.50|-12.92|0
HD 83443|b|2.98569800|||5454.00||0.90|6.876|144.299286|-43.272205|||||56.200||||||43.53|1.64|-1.77|0
HD 85512|b|58.43000000|||4715.00||0.69|5.451|147.779388|-43.502789|||||0.769||||||11.15|0.10|-0.10|0
HD 86081|b|2.13750000||||1.22|1.21|7.628|149.024658|-3.808422|||||207.700||||||91.16|9.06|-11.30|0
HD 86226|b|1695.00000000|||5903.00|1.02|1.06|6.839|149.124359|-24.099390|||||15.300||||||42.48|1.48|-1.59|0
HD 87883|b|2754.00000000||||||5.839|152.179749|34.242260|||||34.700||||||18.06|0.30|-0.31|0
HD 88133|b|3.41486740|||5438.00|1.94|1.18|6.599|152.531982|18.186871|||||32.900|324.18660|193.87630|-88.99240|||74.46|5.92|-7.04|0
HD 89744|b|256.78000000|||6291.00||1.56|4.855|155.544006|41.229530|||||271.600||||||39.00|1.10|-1.10|0
HD 90156|b|49.77000000|||5599.00||0.84|5.685|155.980316|-29.645529|||||3.690||||||22.09|0.36|-0.37|0
HD 93083|b|143.58000000|||4995.00||0.70|6.694|161.087143|-33.577023|||||18.300||||||28.90|0.81|-0.86|0
HD 95086|b||||||1.60|6.906|164.262589|-68.667343||||||1589.00000|636.00000|-636.00000|||91.57|4.62|-5.14|0
HD 95127|b|482.00000000|||4218.00|20.00|1.20|5.855|164.896194|43.814465|||||116.000||||||332.00|110.00|-110.00|0
HD 96063|b|361.10000000|||5148.00|4.50|1.02|6.607|166.185226|-2.513218|||||25.900||||||132.80|16.39|-21.76|0
HD 96167|b|498.90000000|||5770.00|1.86|1.31|6.926|166.312790|-10.291301|||||20.800||||||84.03|8.22|-10.22|0
HD 97658|b|9.49090000|2456361.805000|0.1238000|5119.00|0.70|0.75|6.203|168.638184|25.710384|2.341|0.170|-0.150|24.360000|2.900|7.86000|0.73000|-0.73000|0.03060|0.2300|21.30|0.43|-0.45|1
HD 98219|b|436.90000000|||4992.00|4.50|1.30|6.420|169.448135|-23.975414|||||41.200||||||150.38|18.62|-24.75|0
HD 99109|b|439.30000000|||5272.00||0.93|7.626|171.072327|-1.529076|||||14.100||||||60.46|4.44|-5.20|0
HD 99492|b|17.05400000|||4929.00|0.78|0.85|5.852|171.692825|3.006328|||||6.980||||||55.70|1.46|-1.46|0
HD 99706|b|868.00000000|||4932.00|5.40|1.72|5.918|172.125885|43.966579|||||22.400||||||130.89|13.24|-16.60|0
HD 100546|b||||10500.00||2.40|6.425|173.356003|-70.194786|77.342|30.264|-32.506||||||||97.00|4.00|-4.00|0
HD 100655|b|157.57000000|||4861.00|9.30|2.40|5.039|173.765640|20.441545|||||35.200||||||140.85|15.06|-19.16|0
HD 100777|b|383.70000000|||5582.00||1.01|7.152|173.964676|-4.755697|||||34.900||||||52.80|3.00|-3.38|0
HD 101930|b|70.46000000|||5079.00||0.74|6.645|175.875458|-58.006886|||||18.100||||||30.50|0.87|-0.92|0
HD 102117|b|20.81330000|||5695.00||1.11|6.224|176.210251|-58.703709|||||11.980||||||42.00|1.41|-1.52|0
HD 102195|b|4.11377500|||5291.00||0.87|6.629|176.426224|2.821483|||||63.000||||||28.98|0.94|-1.01|0
HD 102272|b|127.58000000|||4908.00|10.10|1.90|6.895|176.598068|14.123986|||||155.500||||||164.20|||0
HD 102329|b|778.10000000|||4830.00|6.30|1.95|6.049|176.694351|3.474293|||||84.800||||||138.50|17.44|-23.31|0
HD 102956|b|6.49500000|||5054.00|4.40|1.68|6.214|177.843796|57.640736||||3.953000|73.700||||||121.07|12.37|-15.55|0
HD 103197|b|47.84000000|||5303.00||0.90|7.916|178.220749|-50.292824|||||5.900||||||49.33|3.34|-3.86|0
HD 103720|b|4.55570000|||5017.00|0.73|0.79|7.838|179.171600|-2.778953|||||89.000||||||41.60|||0
HD 104067|b|55.80600000|||4969.00||0.79|6.212|179.791702|-20.353781|||||11.560||||||20.82|0.44|-0.46|0
HD 104985|b|199.50500000||||||4.112|181.312988|76.905731|||||166.800||||||102.04|5.14|-5.72|0
HD 106270|b|2890.00000000|||5638.00|2.50|1.32|6.249|183.405350|-9.513381|||||142.100||||||87.87|7.23|-8.65|0
HD 106515 A|b|3630.00000000|||5362.00|1.62|0.97|6.585|183.777359|-7.257327|||||158.200||||||36.36|1.93|-2.16|0
HD 106906|b||||6516.00||1.50|6.946|184.471634|-55.975525||||||3496.00000|636.00000|-636.00000|||91.83|7.01|-8.27|0
HD 108147|b|10.89850000|||6265.00||1.27|6.007|186.442780|-64.022087|||||25.100||||||38.56|1.00|-1.05|0
HD 108341|b|1129.00000000|||5122.00|0.79|0.84|7.863|186.880798|-71.422974|||||144.000||||||49.40|||0
HD 108874|b|395.80000000|||5551.00||0.95|7.479|187.612015|22.879829|||||37.000||||||68.50|5.80|-5.80|0
HD 108874|c|1624.00000000|||5551.00||0.95|7.479|187.612015|22.879829|||||18.200||||||68.50|5.80|-5.80|0
HD 109246|b|68.27000000|||5844.00|1.02|1.01|7.570|188.029953|74.489548|||||38.200||||||65.60|||0
HD 109271|c|30.93000000|||5783.00||1.05|6.855|188.398148|-11.621868|||||4.900||||||56.92|2.89|-3.22|0
HD 109749|b|5.24000000|||5903.00|1.24|1.20|7.057|189.318237|-40.812115|||||28.300||||||59.03|5.98|-7.50|0
HD 111232|b|1143.00000000|||5494.00||0.78|6.328|192.215637|-68.425148|||||159.300||||||28.88|0.65|-0.68|0
HD 113538|b|663.20000000|||4462.00|0.53|0.58|6.438|196.239487|-52.442924|||||12.200||||||15.90|||0
HD 113538|c|1818.00000000|||4462.00|0.53|0.58|6.438|196.239487|-52.442924|||||22.600||||||15.90|||0
HD 114386|b|937.70000000|||4804.00||0.68|6.968|197.665924|-35.054783|||||34.300||||||28.04|1.00|-1.08|0
HD 114762|b|83.91510000|2455326.665000|0.4900000|5673.00|1.24|0.83|6.145|198.082260|17.517122|12.440||||612.480||||||40.57|2.24|-2.52|0
HD 114729|b|1114.00000000|||5821.00||1.00|5.559|198.184402|-31.873348|||||18.800||||||35.00|1.15|-1.23|0
HD 116029|b|670.00000000|||4951.00|4.60|1.58|6.144|200.164764|24.648699|||||36.600||||||110.62|10.82|-13.45|0
HD 117207|b|2597.00000000|||5724.00||1.08|6.034|202.337967|-35.570995|||||||||||33.01|0.97|-1.03|0
HD 120084|b|2082.00000000|||4892.00|9.12|2.39|4.091|205.663345|78.064438|||||53.000||||||97.66|4.46|-4.91|0
HD 121504|b|63.33000000|||6075.00||1.18|6.557|209.321823|-56.040043|||||||||||44.37|1.72|-1.87|0
HD 125612|b|559.40000000|||5900.00||1.09|7.179|215.222977|-17.481522|||||||||||52.83|3.64|-4.22|0
HD 125612|c|4.15470000|||5900.00||1.09|7.179|215.222977|-17.481522|||||||||||52.83|3.64|-4.22|0
HD 126614|b|1244.00000000|||5585.00|1.09|1.15|7.470|216.701172|-5.177780|||||||||||68.35|4.98|-5.83|0
HD 128311|b|453.01900000||||0.76|0.83|5.772|219.002335|9.746518|||||55.627||||||16.52|0.04|-0.04|0
HD 128311|c|921.53800000||||0.76|0.83|5.772|219.002335|9.746518|||||74.799|1204.25787|293.67492|-137.30256|||16.52|0.04|-0.04|0
HD 129445|b|1840.00000000|||||0.99|7.531|221.512772|-68.762749|||||||||||67.61|4.80|-5.59|0
HD 130322|b|10.70871000|||5387.00|0.85|0.92|6.712|221.886368|-0.281476|||||112.500||||||29.76|1.28|-1.40|0
HD 131496|b|883.00000000|||4927.00|4.30|1.61|6.032|223.345947|18.235401|||||35.000||||||121.36|12.90|-16.38|0
HD 132406|b|974.00000000||||||7.250|224.227707|53.382168|||||||||||70.97|3.68|-4.10|0
HD 132563|b|1544.00000000||||||8.003|224.589661|44.043148|||||||||||98.52|16.28|-24.33|0
HD 131664|b|1951.00000000|||5886.00|1.16|1.10|6.973|225.025314|-73.535339|||||||||||57.21|2.80|-3.11|0
HD 134987|b|258.19000000|||5585.00|1.25|1.10|5.268|228.369446|-25.309347|||||||||||22.20|1.10|-1.10|0
HD 136418|b|464.30000000|||5071.00|3.40|1.33||229.775757|41.733208|||||||||||106.38|7.57|-8.82|0
HD 137388 A|b|330.00000000|||5240.00|0.82|0.86|7.230|233.916367|-80.204590|||||||||||38.45|2.59|-2.99|0
HD 141937|b|653.22000000|||5879.00|0.99|1.03|6.127|238.073120|-18.436066|||||234.500||||||33.46|1.17|-1.25|0
HD 142245|b|1299.00000000|||4878.00|5.20|1.69|5.689|238.234497|15.430708|||||24.800||||||106.38|9.67|-11.82|0
HD 145457|b|176.30000000|||4757.00|9.90|1.90|5.000|242.516312|26.742750|||||||||||126.10|10.63|-12.78|0
HD 142022 A|b|1928.00000000|||5499.00||0.99|6.384|242.562592|-84.231613|||||||||||35.87|0.85|-0.90|0
HD 145377|b|103.95000000|||6046.00|1.14|1.12|7.014|242.901855|-27.078173|||||||||||55.19|3.16|-3.57|0
HD 147018|b|44.23600000|||5441.00||0.93|6.963|245.750610|-61.688763|||||||||||42.96|1.59|-1.59|0
HD 147513|b|528.40000000|||5883.00||1.11|4.405|246.005371|-39.192982|||||||||||12.87|0.14|-0.14|0
HD 148156|b|1027.00000000|||6308.00|1.21|1.22|6.688|247.072006|-46.317623|||||||||||53.05|2.75|-3.07|0
HD 149026|b|2.87589110|2454456.787610|0.1350000|6160.00|1.54|1.34|7.118|247.623413|38.347309|9.113|0.303|-0.280|6.010000|43.300|116.95700|4.13200|-4.44900|0.05416|0.5710|78.86|4.62|-5.24|1
HD 149143|b|4.08800000|||5730.00||1.10|6.759|248.212708|2.084832|||||163.000||||||63.49|4.04|-4.63|0
HD 150706|b|5894.00000000|||5961.00|0.96|1.17|5.890|247.823273|79.789772|||||31.100||||||27.23|0.41|-0.42|0
HD 152581|b|689.00000000|||5155.00|4.80|0.93|6.673|253.431595|11.973746|||||36.600||||||182.82|31.76|-48.67|0
HD 153950|b|499.40000000|||6076.00|1.34|1.12|6.313|256.128632|-43.309769|||||||||||51.87|3.18|-3.63|0
HD 154672|b|163.96700000|||5655.00|1.44|1.08|7.013|257.520477|-56.449268|||||176.300||||||64.77|3.52|-3.52|0
HD 154857|b|408.60000000|||5605.00|1.76|1.72|5.938|257.815521|-56.680798|||||48.300||||||68.54|4.02|-4.56|0
HD 155358|b|194.30000000||||||6.158|257.394226|33.355854|||||||||||43.40|1.26|-1.34|0
HD 155358|c|391.90000000||||||6.158|257.394226|33.355854|||||||||||43.40|1.26|-1.34|0
HD 156411|b|842.20000000|||5900.00|2.16|1.25|5.563|259.964172|-48.549320|||||14.000||||||55.10|2.41|-2.64|0
HD 156668|b|4.64550000||||||6.593|259.418701|29.227226|||||||||||24.05|0.59|-0.62|0
HD 156846|b|359.55460000|||5969.00|2.12|1.35|5.470|260.142944|-19.333746|||||||||||49.00|2.13|-2.34|0
HD 159243|b|12.62000000|||6123.00|1.12|1.12|7.581|263.339783|5.700733|||||91.100||||||68.59|5.42|-6.43|0
HD 159243|c|248.40000000|||6123.00|1.12|1.12|7.581|263.339783|5.700733|||||56.600||||||68.59|5.42|-6.43|0
HD 159868|c|352.30000000|||5558.00||1.09|5.941|264.748016|-43.145515|||||20.100||||||52.72|2.82|-3.15|0
HD 160691|b|643.25000000|||5807.00||1.08|4.158|266.036255|-51.834053|||||37.780||||||15.28|0.18|-0.19|0
HD 160691|d|9.63860000|||5807.00||1.08|4.158|266.036255|-51.834053|||||3.060||||||15.28|0.18|-0.19|0
HD 160691|e|310.55000000|||5807.00||1.08|4.158|266.036255|-51.834053|||||14.910||||||15.28|0.18|-0.19|0
HD 162020|b|8.42819800|||4830.00||0.75|7.175|267.659821|-40.318348|||||||||||31.26|1.38|-1.52|0
HD 163607|c|1314.00000000|||5543.00|1.63|1.09|6.648|268.418732|56.391956|||||40.400||||||69.44|2.95|-3.23|0
HD 164509|b|282.40000000|||5922.00|1.06|1.13|6.938|270.380127|0.104556|||||14.200||||||51.81|2.72|-3.04|0
HD 164922|b|1201.10000000|||5293.00|1.00|0.87|5.553|270.628601|26.313002||||454.900000|7.150||||||22.13|0.27|-0.27|0
HD 166724|b|5144.00000000|||5127.00||0.81|7.752|273.498657|-42.575375|||||71.000||||||42.99|2.54|-2.88|0
HD 168443|b|58.11247000|||5491.00|1.51|0.99|5.641|275.016388|-9.595722|||||475.133||||||37.88|1.18|-1.26|0
HD 168443|c|1749.83000000|||5491.00|1.51|0.99|5.641|275.016388|-9.595722|||||297.700||||||37.88|1.18|-1.26|0
HD 168746|b|6.40400000|||5564.00||0.93|6.679|275.457428|-11.922684|||||28.600||||||43.12|1.71|-1.86|0
HD 169830|c|2102.00000000|||6299.00||1.40|4.974|276.956177|-29.816866|||||54.300||||||36.32|1.16|-1.24|0
HD 170469|b|1145.00000000|||5810.00|1.22|1.14|7.047|277.295746|11.695502|||||12.000||||||64.98|4.37|-5.05|0
HD 171238|b|1523.00000000|||5467.00||0.94|7.244|278.681976|-28.072313|||||52.200||||||44.05|2.33|-2.61|0
HD 173416|b|323.60000000|||4683.00|13.50|2.00|4.580|280.900452|36.556606|||||51.800||||||134.95|9.01|-10.40|0
HD 175167|b|1290.00000000|||||1.10|6.713|285.003479|-69.944244|||||||||||67.02|3.85|-4.35|0
HD 177830|b|406.60000000|||4949.00|2.62|1.47|5.367|286.336548|25.920660|||||||||||59.03|2.54|-2.77|0
HD 177830|c|110.90000000|||4949.00|2.62|1.47|5.367|286.336548|25.920660|||||||||||59.03|2.54|-2.77|0
HD 179079|b|14.47600000|||5684.00|1.60|1.15|6.734|287.790955|-2.638385|||||6.640||||||63.69|3.60|-4.06|0
HD 179949|b|3.09251400|||6168.00||1.21|5.296|288.888458|-24.179352|||||112.600||||||27.05|0.57|-0.60|0
HD 180314|b|396.03000000|||4917.00|9.20|2.60|4.892|288.709198|31.860350|||||340.800||||||131.75|10.25|-12.13|0
HD 181342|b|562.10000000|||5040.00|5.12|1.89|5.853|290.267639|-23.619572|||||46.500||||||110.62|7.46|-7.46|0
HD 181433|b|9.37430000|||4962.00||0.78|6.664|291.289856|-66.468796|||||2.940||||||26.15|0.76|-0.81|0
HD 181433|d|2172.00000000|||4962.00||0.78|6.664|291.289856|-66.468796|||||11.300||||||26.15|0.76|-0.81|0
HD 181720|b|956.00000000|||5781.00|1.39|0.92|6.652|290.720764|-32.919056|||||8.400||||||55.93|3.82|-4.42|0
HD 183263|b|626.50000000|||5936.00||1.17|6.782|292.102386|8.358054|||||84.000||||||52.83|2.80|-3.13|0
HD 212301|b|2.24571500|||6256.00||1.27|6.765|336.878845|-77.717926|||||||||||52.72|1.95|-2.11|0
HD 213240|b|951.00000000||||||5.708|337.751526|-49.433270|||||91.000||||||40.75|1.30|-1.39|0
HD 215497|c|567.94000000|||5113.00||0.87|7.339|341.653137|-56.599533|||||10.100||||||43.53|2.25|-2.51|0
HD 216435|b|1311.00000000|||5999.00||1.30|5.008|343.408051|-48.598286|||||19.600||||||33.29|0.79|-0.83|0
HD 216536|b|148.60000000|||4639.00|12.50|1.36|7.172|343.266598|44.477753|||||50.000|||||||||0
HD 216770|b|118.45000000|||||0.90|6.752|343.973785|-26.658764|||||30.900||||||37.89|1.46|-1.59|0
HD 217107|c|4270.00000000|||5646.00||1.02|4.949|344.564758|-2.395385|||||35.700||||||19.72|0.29|-0.30|0
HD 217786|b|1319.00000000|||5966.00|1.27|1.02|6.685|345.784180|-0.429622|||||||||||54.80|2.00|-2.00|0
HD 218566|b|225.70000000|||4820.00|0.86|0.85|6.824|347.294708|-2.260742|||||||||||29.94|1.03|-1.11|0
HD 219415|b|2093.30000000|||4820.00|2.90|1.00|7.023|348.724278|56.730328|||||18.200||||||169.78|||0
HD 220074|b|672.10000000|||3935.00|49.70|1.20|3.182|350.059906|61.970127|||||230.800||||||289.02|42.71|-60.63|0
HD 220689|b|2209.00000000|||5921.00|1.07|1.04|6.653|351.470795|-20.616030|||||16.400||||||45.23|1.81|-1.96|0
HD 221287|b|456.10000000|||6304.00||1.25|6.843|352.834747|-58.209732|||||71.000||||||52.88|2.20|-2.40|0
HD 222155|b|3999.00000000|||5765.00|1.67|1.13|5.885|354.501282|48.996521|||||24.200||||||50.45|2.00|-2.18|0
HD 222582|b|572.38000000|||5727.00||0.99|6.522|355.464722|-5.985757|||||276.300||||||41.95|1.87|-2.05|0
HD 231701|b|141.60000000|||6208.00|1.35|1.14|7.952|293.017334|16.474291|||||64.000||||||108.46|11.94|-15.30|0
HD 233604|b|192.00000000|||4791.00|10.90|1.50|8.660|137.453380|53.568230|||||177.800|||||||||0
HD 240237|b|745.70000000|||4361.00|32.00|1.69|5.105|348.925934|58.043240|||||91.500||||||307.69|||0
HD 290327|b|2443.00000000|||5552.00|1.00|0.90|7.683|80.839851|-2.277619|||||41.300||||||56.70|5.50|-4.60|0
HD 285507|b|6.08810000|||4503.00|0.66|0.73|8.365|61.755104|15.335032|||||125.800||||||42.43|3.71|-4.50|0
HD 330075|b|3.38773000|||5017.00||0.70|7.725|237.407043|-49.963524|||||107.000||||||50.20|3.49|-4.06|0
HIP 5158|c|9017.76000000|||4962.00||0.78|8.280|16.508533|-22.453154|||||170.540||||||44.80|3.89|-4.70|0
HIP 12961|b|57.43500000||||||7.558|41.678692|-23.086611|||||24.710||||||23.80|0.86|-0.93|0
HIP 14810|c|147.73000000|||5485.00|1.00|0.99|7.202|47.809292|21.097359|||||50.010||||||52.88|3.77|-4.39|0
HIP 14810|d|952.00000000|||5485.00|1.00|0.99|7.202|47.809292|21.097359|||||12.030||||||52.88|3.77|-4.39|0
GJ 1148|b|41.38000000||||||7.608|175.435974|42.751972|||||38.370||||||11.03|0.36|-0.38|0
HIP 57274|b|8.13520000|2455801.779000|0.1283333||||6.958|176.170685|30.959293|||||4.640||||||25.87|0.71|-0.75|0
HIP 57274|d|431.70000000||||||6.958|176.170685|30.959293|||||18.200||||||25.87|0.71|-0.75|0
Ross 458|c|||||||6.437|195.194092|12.375724|13.675|||||1997.59000|||||11.43|0.19|-0.20|0
HIP 63242|b|124.60000000|||4830.00||1.54|5.045|194.383163|-65.646461|||||287.500||||||149.25|13.94|-17.14|0
HIP 67851|c|2131.80000000|||4890.00|5.92|1.63|4.479|208.466919|-35.314362|||||69.000||||||65.96|1.74|-1.65|0
HIP 70849|b|17337.50000000||||||7.639|217.327347|-46.463818|||||235.000||||||23.98|1.11|-1.22|0
HD 183263|c|3070.00000000|||5936.00||1.17|6.782|292.102386|8.358054|||||46.300||||||52.83|2.80|-3.13|0
HD 185269|b|6.83800000|||5980.00|1.88|1.28|5.518|294.298920|28.499865|||||91.000||||||47.37|1.60|-1.72|0
HD 187085|b|986.00000000|||6075.00||1.22|6.190|297.391541|-37.780552|||||17.000||||||44.98|2.19|-2.43|0
HD 187123|b|3.09658280|||5830.00||1.00|6.635|296.742126|34.419525|||||69.400||||||47.92|1.58|-1.69|0
HD 187123|c|3810.00000000|||5830.00||1.00|6.635|296.742126|34.419525|||||25.500||||||47.92|1.58|-1.69|0
HD 188015|b|461.20000000|||5746.00||1.09|7.008|298.018921|28.100376|||||37.600||||||52.63|2.51|-2.77|0
HD 189733|b|2.21857520|2453955.525551|0.0751520|4875.00|0.81|0.85|6.073|300.182129|22.710854|||||||||0.15712|0.6636|19.25|0.32|-0.33|1
HD 190360|b|2915.00000000|||5590.00|1.13|0.96|4.554|300.905853|29.896805|||||23.240||||||15.89|0.16|-0.16|0
HD 190360|c|17.11100000|||5590.00|1.13|0.96|4.554|300.905853|29.896805|||||4.840||||||15.89|0.16|-0.16|0
HD 190984|b|4885.00000000|||5988.00|1.53|0.91|7.671|302.877991|-64.620468|||||48.000||||||189.39|36.26|-58.74|0
HD 192263|b|24.35870000|||4996.00|0.73|0.81|6.115|303.499359|-0.866877|||||59.300||||||19.89|0.44|-0.46|0
HD 192310|b|74.72000000|||5166.00||0.80|4.112|303.822449|-27.032976|||||3.000||||||8.82|0.07|-0.07|0
HD 195019|b|18.20132000|||5788.00||1.07|5.604|307.077637|18.769497|||||271.500||||||37.35|1.20|-1.28|0
HD 196067|b|3638.00000000|||6017.00|1.73|1.29|5.417|310.433716|-75.350800|||||104.000||||||43.57|3.65|-4.39|0
HD 196885|b|1333.00000000|||6254.00|1.31|1.28|5.414|309.966156|11.249649|||||53.900||||||32.99|0.86|-0.91|0
HD 200964|b|613.80000000|||5164.00|4.30|1.44|4.802|316.666016|3.803119|||||34.500||||||68.35|4.50|-5.18|0
HD 200964|c|825.00000000|||5164.00|4.30|1.44|4.802|316.666016|3.803119|||||15.420||||||68.35|4.50|-5.18|0
HD 202206|c|1383.40000000|||5765.00||1.15|6.850|318.740692|-20.789209|||||42.010||||||46.34|2.33|-2.58|0
HD 203030|b|||||||7.068|319.742584|26.230545||||||7656.09700|2662.99100|-3661.61200|||40.85|1.68|-1.83|0
HD 204313|b|2024.10000000|||5776.00||1.02|6.812|322.050873|-21.726255|||||68.450||||||47.30|2.26|-2.50|0
HD 204941|b|1733.00000000|||5056.00|0.72|0.74|6.895|323.097961|-20.957422|||||||||||26.95|0.88|-0.95|0
HD 205739|b|279.80000000|||6176.00|1.33|1.22|7.585|324.535034|-31.737484|||||42.000||||||90.33|8.30|-10.17|0
HD 207832|b|161.97000000|||5710.00|0.90|0.94|7.587|328.151184|-26.026560|||||22.100||||||55.31|3.42|-3.90|0
HD 207832|c|1155.70000000|||5710.00|0.90|0.94|7.587|328.151184|-26.026560|||||15.300||||||55.31|3.42|-3.90|0
HD 208487|b|130.08000000|||6067.00||1.13|6.477|329.332703|-37.763622|||||19.700||||||44.00|2.00|-2.00|0
HD 209458|b|3.52474859|2452826.628521|||1.12|1.10|6.591|330.794891|18.884319|14.796|0.269|-0.280||||||||47.08|2.12|-2.33|1
HD 210277|b|442.19000000|||5555.00||1.01|5.275|332.374451|-7.548654|||||38.940||||||21.29|0.35|-0.36|0
HD 212771|b|373.30000000|||5121.00|5.00|1.15|6.025|336.762787|-17.263659|||||||||||121.80|13.93|-18.06|0
HIP 78530|b||||10500.00||2.50|6.928|240.481064|-21.980389||||||7300.00000|300.00000|-300.00000|||156.70|13.00|-13.00|0
